# step Etot Epot T p 
7431 -6535.9763 -6535.9763 0.0 -1496.2997 
7432 -6535.9763 -6535.9763 0.0 -1496.2997 
7433 -6517.5571 -6517.5571 0.0 -1545.4009 
7434 -6535.8142 -6535.8142 0.0 -1496.5832 
7435 -6535.9766 -6535.9766 0.0 -1496.2765 
7436 -6535.9764 -6535.9764 0.0 -1496.2737 
7437 -6535.9768 -6535.9768 0.0 -1496.2787 
7438 -6535.9768 -6535.9768 0.0 -1496.2794 
7439 -6535.9768 -6535.9768 0.0 -1496.2799 
7440 -6535.9769 -6535.9769 0.0 -1496.2802 
7441 -6535.9768 -6535.9768 0.0 -1496.2805 
7442 -6535.9769 -6535.9769 0.0 -1496.2802 
7443 -6496.1508 -6496.1508 0.0 -1553.7222 
7444 -6535.6123 -6535.6123 0.0 -1496.6345 
7445 -6535.9766 -6535.9766 0.0 -1496.2625 
7446 -6535.9774 -6535.9774 0.0 -1496.2645 
7447 -6535.9774 -6535.9774 0.0 -1496.2655 
7448 -6535.9774 -6535.9774 0.0 -1496.2652 
7449 -6535.9774 -6535.9774 0.0 -1496.2655 
7450 -6483.6563 -6483.6563 0.0 -1576.6789 
7451 -6535.4702 -6535.4702 0.0 -1495.5216 
7452 -6535.9747 -6535.9747 0.0 -1496.1169 
7453 -6535.9776 -6535.9776 0.0 -1496.2315 
7454 -6535.9776 -6535.9776 0.0 -1496.2368 
7455 -6535.9776 -6535.9776 0.0 -1496.2363 
7456 -6535.9776 -6535.9776 0.0 -1496.2363 
7457 -6535.9776 -6535.9776 0.0 -1496.2363 
7458 -6473.4082 -6473.4082 0.0 -1622.5566 
7459 -6535.3764 -6535.3764 0.0 -1493.4636 
7460 -6535.9755 -6535.9755 0.0 -1495.832 
7461 -6535.9781 -6535.9781 0.0 -1496.1175 
7462 -6535.9782 -6535.9782 0.0 -1496.1356 
7463 -6535.9782 -6535.9782 0.0 -1496.1462 
7464 -6535.9782 -6535.9782 0.0 -1496.1451 
7465 -6535.9782 -6535.9782 0.0 -1496.146 
7466 -6535.9782 -6535.9782 0.0 -1496.1462 
7467 -6491.9622 -6491.9622 0.0 -1586.0857 
7468 -6535.5576 -6535.5576 0.0 -1496.4758 
7469 -6535.9769 -6535.9769 0.0 -1496.1112 
7470 -6535.9786 -6535.9786 0.0 -1496.1307 
7471 -6535.9785 -6535.9785 0.0 -1496.1315 
7472 -6535.9786 -6535.9786 0.0 -1496.1307 
7473 -6495.5545 -6495.5545 0.0 -1565.6681 
7474 -6535.6012 -6535.6012 0.0 -1497.323 
7475 -6535.9781 -6535.9781 0.0 -1496.2052 
7476 -6535.9797 -6535.9797 0.0 -1496.1668 
7477 -6535.9797 -6535.9797 0.0 -1496.1643 
7478 -6535.9797 -6535.9797 0.0 -1496.162 
7479 -6535.9797 -6535.9797 0.0 -1496.1622 
7480 -6535.9797 -6535.9797 0.0 -1496.162 
7481 -6485.0715 -6485.0715 0.0 -1612.6985 
7482 -6535.4912 -6535.4912 0.0 -1499.2144 
7483 -6535.9766 -6535.9766 0.0 -1496.3747 
7484 -6535.9799 -6535.9799 0.0 -1496.2063 
7485 -6535.9799 -6535.9799 0.0 -1496.2231 
7486 -6535.9799 -6535.9799 0.0 -1496.2101 
7487 -6535.9799 -6535.9799 0.0 -1496.2086 
7488 -6535.9799 -6535.9799 0.0 -1496.2099 
7489 -6535.9799 -6535.9799 0.0 -1496.2101 
7490 -6483.4187 -6483.4187 0.0 -1642.044 
7491 -6535.4783 -6535.4783 0.0 -1499.9266 
7492 -6535.9769 -6535.9769 0.0 -1496.4664 
7493 -6535.9801 -6535.9801 0.0 -1496.2658 
7494 -6535.9801 -6535.9801 0.0 -1496.2855 
7495 -6535.9801 -6535.9801 0.0 -1496.2708 
7496 -6535.9801 -6535.9801 0.0 -1496.2703 
7497 -6535.9801 -6535.9801 0.0 -1496.2708 
7498 -6491.8156 -6491.8156 0.0 -1597.1349 
7499 -6535.5579 -6535.5579 0.0 -1497.5852 
7500 -6535.9778 -6535.9778 0.0 -1496.3128 
7501 -6535.9804 -6535.9804 0.0 -1496.2802 
7502 -6535.9802 -6535.9802 0.0 -1496.2808 
7503 -6535.9804 -6535.9804 0.0 -1496.2804 
7504 -6535.9804 -6535.9804 0.0 -1496.2802 
7505 -6535.9804 -6535.9804 0.0 -1496.2802 
7506 -6535.9804 -6535.9804 0.0 -1496.2802 
7507 -6535.9804 -6535.9804 0.0 -1496.2802 
7508 -6523.2426 -6523.2426 0.0 -1524.5604 
7509 -6535.8725 -6535.8725 0.0 -1495.0537 
7510 -6535.981 -6535.981 0.0 -1496.1113 
7511 -6535.9811 -6535.9811 0.0 -1496.1445 
7512 -6535.9811 -6535.9811 0.0 -1496.1414 
7513 -6535.9811 -6535.9811 0.0 -1496.1386 
7514 -6535.9811 -6535.9811 0.0 -1496.1361 
7515 -6535.9811 -6535.9811 0.0 -1496.1383 
7516 -6535.9811 -6535.9811 0.0 -1496.1386 
7517 -6492.5739 -6492.5739 0.0 -1559.8775 
7518 -6535.5795 -6535.5795 0.0 -1495.7648 
7519 -6535.9809 -6535.9809 0.0 -1496.0431 
7520 -6535.9818 -6535.9818 0.0 -1496.0857 
7521 -6535.9818 -6535.9818 0.0 -1496.0931 
7522 -6535.9818 -6535.9818 0.0 -1496.0925 
7523 -6535.9818 -6535.9818 0.0 -1496.0931 
7524 -6535.9818 -6535.9818 0.0 -1496.0931 
7525 -6494.9256 -6494.9256 0.0 -1561.1002 
7526 -6535.5911 -6535.5911 0.0 -1495.981 
7527 -6535.9801 -6535.9801 0.0 -1496.0206 
7528 -6535.9825 -6535.9825 0.0 -1496.0781 
7529 -6535.9823 -6535.9823 0.0 -1496.0768 
7530 -6535.9825 -6535.9825 0.0 -1496.0783 
7531 -6535.9825 -6535.9825 0.0 -1496.0781 
7532 -6510.5846 -6510.5846 0.0 -1597.3309 
7533 -6535.7524 -6535.7524 0.0 -1496.737 
7534 -6535.9828 -6535.9828 0.0 -1496.0538 
7535 -6535.9833 -6535.9833 0.0 -1496.0606 
7536 -6535.9831 -6535.9831 0.0 -1496.0598 
7537 -6535.9832 -6535.9832 0.0 -1496.0584 
7538 -6535.9833 -6535.9833 0.0 -1496.0606 
7539 -6495.6928 -6495.6928 0.0 -1582.7188 
7540 -6535.6051 -6535.6051 0.0 -1497.0837 
7541 -6535.9819 -6535.9819 0.0 -1496.0854 
7542 -6535.9838 -6535.9838 0.0 -1496.0686 
7543 -6535.9838 -6535.9838 0.0 -1496.0702 
7544 -6535.9838 -6535.9838 0.0 -1496.0687 
7545 -6535.9838 -6535.9838 0.0 -1496.0687 
7546 -6535.9838 -6535.9838 0.0 -1496.0687 
7547 -6535.9838 -6535.9838 0.0 -1496.0687 
7548 -6490.5461 -6490.5461 0.0 -1596.6571 
7549 -6535.5497 -6535.5497 0.0 -1498.4686 
7550 -6535.9813 -6535.9813 0.0 -1496.2278 
7551 -6535.9839 -6535.9839 0.0 -1496.1049 
7552 -6535.9838 -6535.9838 0.0 -1496.1158 
7553 -6535.9839 -6535.9839 0.0 -1496.1061 
7554 -6535.9839 -6535.9839 0.0 -1496.1049 
7555 -6511.3088 -6511.3088 0.0 -1585.6299 
7556 -6535.7596 -6535.7596 0.0 -1498.5308 
7557 -6535.9839 -6535.9839 0.0 -1496.2819 
7558 -6535.9846 -6535.9846 0.0 -1496.1927 
7559 -6535.9844 -6535.9844 0.0 -1496.197 
7560 -6535.9846 -6535.9846 0.0 -1496.1936 
7561 -6535.9846 -6535.9846 0.0 -1496.1927 
7562 -6516.4695 -6516.4695 0.0 -1558.4893 
7563 -6535.8099 -6535.8099 0.0 -1496.9098 
7564 -6535.9848 -6535.9848 0.0 -1496.2065 
7565 -6535.9851 -6535.9851 0.0 -1496.1959 
7566 -6535.9851 -6535.9851 0.0 -1496.1968 
7567 -6535.9851 -6535.9851 0.0 -1496.1965 
7568 -6535.9851 -6535.9851 0.0 -1496.1966 
7569 -6535.9851 -6535.9851 0.0 -1496.1965 
7570 -6527.5631 -6527.5631 0.0 -1517.7947 
7571 -6535.9192 -6535.9192 0.0 -1494.9488 
7572 -6535.9866 -6535.9866 0.0 -1496.0128 
7573 -6535.9858 -6535.9858 0.0 -1495.8791 
7574 -6535.9866 -6535.9866 0.0 -1495.9994 
7575 -6535.9866 -6535.9866 0.0 -1496.0115 
7576 -6535.9866 -6535.9866 0.0 -1496.0116 
7577 -6535.9866 -6535.9866 0.0 -1496.0115 
7578 -6516.6749 -6516.6749 0.0 -1526.3376 
7579 -6535.8205 -6535.8205 0.0 -1494.7466 
7580 -6535.9875 -6535.9875 0.0 -1495.8394 
7581 -6535.9875 -6535.9875 0.0 -1495.8767 
7582 -6535.9875 -6535.9875 0.0 -1495.8563 
7583 -6535.9875 -6535.9875 0.0 -1495.8632 
7584 -6535.9876 -6535.9876 0.0 -1495.8654 
7585 -6535.9877 -6535.9877 0.0 -1495.8691 
7586 -6535.9877 -6535.9877 0.0 -1495.8702 
7587 -6535.9877 -6535.9877 0.0 -1495.8691 
7588 -6520.7744 -6520.7744 0.0 -1519.6183 
7589 -6535.8594 -6535.8594 0.0 -1494.5213 
7590 -6535.9891 -6535.9891 0.0 -1495.7033 
7591 -6535.9889 -6535.9889 0.0 -1495.7173 
7592 -6535.9891 -6535.9891 0.0 -1495.7033 
7593 -6521.0925 -6521.0925 0.0 -1534.8348 
7594 -6535.8681 -6535.8681 0.0 -1495.4061 
7595 -6535.9919 -6535.9919 0.0 -1495.6516 
7596 -6535.9904 -6535.9904 0.0 -1495.5937 
7597 -6535.9919 -6535.9919 0.0 -1495.6471 
7598 -6535.9919 -6535.9919 0.0 -1495.6479 
7599 -6535.9919 -6535.9919 0.0 -1495.6471 
7600 -6517.7508 -6517.7508 0.0 -1551.6385 
7601 -6535.8362 -6535.8362 0.0 -1496.5389 
7602 -6535.9929 -6535.9929 0.0 -1495.6858 
7603 -6535.993 -6535.993 0.0 -1495.6795 
7604 -6535.993 -6535.993 0.0 -1495.6804 
7605 -6535.993 -6535.993 0.0 -1495.6795 
7606 -6490.4498 -6490.4498 0.0 -1604.8076 
7607 -6535.564 -6535.564 0.0 -1498.4741 
7608 -6535.9908 -6535.9908 0.0 -1495.8648 
7609 -6535.9935 -6535.9935 0.0 -1495.7375 
7610 -6535.9934 -6535.9934 0.0 -1495.7492 
7611 -6535.9935 -6535.9935 0.0 -1495.7393 
7612 -6535.9935 -6535.9935 0.0 -1495.7375 
7613 -6492.3525 -6492.3525 0.0 -1602.0321 
7614 -6535.5729 -6535.5729 0.0 -1499.3114 
7615 -6535.9901 -6535.9901 0.0 -1496.0077 
7616 -6535.9935 -6535.9935 0.0 -1495.7845 
7617 -6535.9935 -6535.9935 0.0 -1495.808 
7618 -6535.9935 -6535.9935 0.0 -1495.7987 
7619 -6535.9935 -6535.9935 0.0 -1495.7966 
7620 -6535.9935 -6535.9935 0.0 -1495.7954 
7621 -6535.9935 -6535.9935 0.0 -1495.7965 
7622 -6535.9935 -6535.9935 0.0 -1495.7966 
7623 -6519.778 -6519.778 0.0 -1591.9739 
7624 -6535.8481 -6535.8481 0.0 -1499.6336 
7625 -6535.9929 -6535.9929 0.0 -1496.1051 
7626 -6535.9937 -6535.9937 0.0 -1495.911 
7627 -6535.9933 -6535.9933 0.0 -1495.9389 
7628 -6535.9937 -6535.9937 0.0 -1495.911 
7629 -6499.126 -6499.126 0.0 -1536.7666 
7630 -6535.6424 -6535.6424 0.0 -1493.0179 
7631 -6535.9913 -6535.9913 0.0 -1495.5405 
7632 -6535.9935 -6535.9935 0.0 -1495.8212 
7633 -6535.9937 -6535.9937 0.0 -1495.911 
7634 -6491.3445 -6491.3445 0.0 -1526.4098 
7635 -6535.5607 -6535.5607 0.0 -1492.2112 
7636 -6535.9902 -6535.9902 0.0 -1495.4628 
7637 -6535.9934 -6535.9934 0.0 -1495.8356 
7638 -6535.9937 -6535.9937 0.0 -1495.911 
7639 -6490.575 -6490.575 0.0 -1523.9971 
7640 -6535.5522 -6535.5522 0.0 -1492.078 
7641 -6535.9901 -6535.9901 0.0 -1495.4515 
7642 -6535.9935 -6535.9935 0.0 -1495.8422 
7643 -6535.9937 -6535.9937 0.0 -1495.911 
7644 -6490.2206 -6490.2206 0.0 -1523.3119 
7645 -6535.5482 -6535.5482 0.0 -1492.0186 
7646 -6535.9899 -6535.9899 0.0 -1495.4454 
7647 -6535.9937 -6535.9937 0.0 -1495.8496 
7648 -6535.9935 -6535.9935 0.0 -1495.8048 
7649 -6535.9935 -6535.9935 0.0 -1495.8409 
7650 -6535.9937 -6535.9937 0.0 -1495.8496 
7651 -6480.987 -6480.987 0.0 -1527.1333 
7652 -6535.4488 -6535.4488 0.0 -1489.1522 
7653 -6535.9886 -6535.9886 0.0 -1495.0775 
7654 -6535.9935 -6535.9935 0.0 -1495.7672 
7655 -6535.9935 -6535.9935 0.0 -1495.8363 
7656 -6535.9937 -6535.9937 0.0 -1495.8496 
7657 -6482.4357 -6482.4357 0.0 -1533.1646 
7658 -6535.4687 -6535.4687 0.0 -1485.7521 
7659 -6535.9894 -6535.9894 0.0 -1494.6958 
7660 -6535.9936 -6535.9936 0.0 -1495.7033 
7661 -6535.9937 -6535.9937 0.0 -1495.8496 
7662 -6499.7813 -6499.7813 0.0 -1512.5423 
7663 -6535.6452 -6535.6452 0.0 -1485.5861 
7664 -6535.9915 -6535.9915 0.0 -1494.6994 
7665 -6535.9938 -6535.9938 0.0 -1495.5856 
7666 -6535.9937 -6535.9937 0.0 -1495.4964 
7667 -6535.9938 -6535.9938 0.0 -1495.5713 
7668 -6535.9938 -6535.9938 0.0 -1495.5856 
7669 -6505.6639 -6505.6639 0.0 -1505.6019 
7670 -6535.6944 -6535.6944 0.0 -1487.4115 
7671 -6535.9914 -6535.9914 0.0 -1494.6801 
7672 -6535.9938 -6535.9938 0.0 -1495.489 
7673 -6535.9938 -6535.9938 0.0 -1495.4987 
7674 -6535.9938 -6535.9938 0.0 -1495.49 
7675 -6535.9938 -6535.9938 0.0 -1495.4909 
7676 -6535.9938 -6535.9938 0.0 -1495.49 
7677 -6510.9924 -6510.9924 0.0 -1504.2602 
7678 -6535.7465 -6535.7465 0.0 -1489.8353 
7679 -6535.9917 -6535.9917 0.0 -1494.8611 
7680 -6535.9936 -6535.9936 0.0 -1495.4229 
7681 -6535.9938 -6535.9938 0.0 -1495.4828 
7682 -6535.9938 -6535.9938 0.0 -1495.49 
7683 -6510.0872 -6510.0872 0.0 -1517.9224 
7684 -6535.7411 -6535.7411 0.0 -1492.2459 
7685 -6535.9918 -6535.9918 0.0 -1495.1085 
7686 -6535.9937 -6535.9937 0.0 -1495.4274 
7687 -6535.9938 -6535.9938 0.0 -1495.49 
7688 -6504.5886 -6504.5886 0.0 -1542.3965 
7689 -6535.6893 -6535.6893 0.0 -1494.5519 
7690 -6535.9915 -6535.9915 0.0 -1495.3354 
7691 -6535.9936 -6535.9936 0.0 -1495.4569 
7692 -6535.9938 -6535.9938 0.0 -1495.49 
7693 -6495.8302 -6495.8302 0.0 -1574.3506 
7694 -6535.6045 -6535.6045 0.0 -1496.7362 
7695 -6535.991 -6535.991 0.0 -1495.5448 
7696 -6535.9937 -6535.9937 0.0 -1495.4941 
7697 -6535.9938 -6535.9938 0.0 -1495.49 
7698 -6492.0799 -6492.0799 0.0 -1596.6087 
7699 -6535.568 -6535.568 0.0 -1498.4794 
7700 -6535.9908 -6535.9908 0.0 -1495.7151 
7701 -6535.9936 -6535.9936 0.0 -1495.5249 
7702 -6535.9938 -6535.9938 0.0 -1495.49 
7703 -6490.0351 -6490.0351 0.0 -1613.4721 
7704 -6535.5489 -6535.5489 0.0 -1499.7928 
7705 -6535.9906 -6535.9906 0.0 -1495.8392 
7706 -6535.9936 -6535.9936 0.0 -1495.5474 
7707 -6535.9938 -6535.9938 0.0 -1495.49 
7708 -6487.8337 -6487.8337 0.0 -1628.7368 
7709 -6535.5272 -6535.5272 0.0 -1500.8186 
7710 -6535.9903 -6535.9903 0.0 -1495.9352 
7711 -6535.9936 -6535.9936 0.0 -1495.563 
7712 -6535.9938 -6535.9938 0.0 -1495.49 
7713 -6485.6857 -6485.6857 0.0 -1642.2261 
7714 -6535.5065 -6535.5065 0.0 -1501.6616 
7715 -6535.9902 -6535.9902 0.0 -1496.014 
7716 -6535.9936 -6535.9936 0.0 -1495.5761 
7717 -6535.9938 -6535.9938 0.0 -1495.49 
7718 -6451.2825 -6451.2825 0.0 -1815.0908 
7719 -6535.1697 -6535.1697 0.0 -1509.6678 
7720 -6535.9872 -6535.9872 0.0 -1496.7208 
7721 -6535.994 -6535.994 0.0 -1495.6573 
7722 -6535.9938 -6535.9938 0.0 -1495.761 
7723 -6535.994 -6535.994 0.0 -1495.6679 
7724 -6535.994 -6535.994 0.0 -1495.6668 
7725 -6535.994 -6535.994 0.0 -1495.6678 
7726 -6535.994 -6535.994 0.0 -1495.6679 
7727 -6454.8243 -6454.8243 0.0 -1779.9243 
7728 -6535.2022 -6535.2022 0.0 -1507.1216 
7729 -6535.9873 -6535.9873 0.0 -1496.6328 
7730 -6535.994 -6535.994 0.0 -1495.7751 
7731 -6535.994 -6535.994 0.0 -1495.6679 
7732 -6487.6987 -6487.6987 0.0 -1608.4792 
7733 -6535.5242 -6535.5242 0.0 -1499.7707 
7734 -6535.9903 -6535.9903 0.0 -1496.0013 
7735 -6535.994 -6535.994 0.0 -1495.7117 
7736 -6535.994 -6535.994 0.0 -1495.6679 
7737 -6491.2015 -6491.2015 0.0 -1583.0707 
7738 -6535.5573 -6535.5573 0.0 -1498.2746 
7739 -6535.9906 -6535.9906 0.0 -1495.8638 
7740 -6535.994 -6535.994 0.0 -1495.6922 
7741 -6535.994 -6535.994 0.0 -1495.6679 
7742 -6492.324 -6492.324 0.0 -1573.2265 
7743 -6535.5681 -6535.5681 0.0 -1497.641 
7744 -6535.9907 -6535.9907 0.0 -1495.8049 
7745 -6535.9939 -6535.9939 0.0 -1495.6839 
7746 -6535.994 -6535.994 0.0 -1495.6679 
7747 -6492.846 -6492.846 0.0 -1568.0678 
7748 -6535.5734 -6535.5734 0.0 -1497.2955 
7749 -6535.9907 -6535.9907 0.0 -1495.7713 
7750 -6535.9939 -6535.9939 0.0 -1495.6791 
7751 -6535.994 -6535.994 0.0 -1495.6679 
7752 -6493.1397 -6493.1397 0.0 -1564.909 
7753 -6535.576 -6535.576 0.0 -1497.0689 
7754 -6535.9907 -6535.9907 0.0 -1495.7497 
7755 -6535.9939 -6535.9939 0.0 -1495.6761 
7756 -6535.994 -6535.994 0.0 -1495.6679 
7757 -6493.3248 -6493.3248 0.0 -1562.7697 
7758 -6535.5777 -6535.5777 0.0 -1496.9112 
7759 -6535.9907 -6535.9907 0.0 -1495.7348 
7760 -6535.9939 -6535.9939 0.0 -1495.6741 
7761 -6535.994 -6535.994 0.0 -1495.6679 
7762 -6493.4507 -6493.4507 0.0 -1561.2198 
7763 -6535.579 -6535.579 0.0 -1496.7997 
7764 -6535.9907 -6535.9907 0.0 -1495.7238 
7765 -6535.9939 -6535.9939 0.0 -1495.6726 
7766 -6535.994 -6535.994 0.0 -1495.6679 
7767 -6493.5421 -6493.5421 0.0 -1560.0635 
7768 -6535.5797 -6535.5797 0.0 -1496.7104 
7769 -6535.9907 -6535.9907 0.0 -1495.7154 
7770 -6535.9939 -6535.9939 0.0 -1495.6715 
7771 -6535.994 -6535.994 0.0 -1495.6679 
7772 -6493.6111 -6493.6111 0.0 -1559.1618 
7773 -6535.5803 -6535.5803 0.0 -1496.6416 
7774 -6535.9907 -6535.9907 0.0 -1495.7087 
7775 -6535.9939 -6535.9939 0.0 -1495.6706 
7776 -6535.994 -6535.994 0.0 -1495.6679 
7777 -6494.0741 -6494.0741 0.0 -1551.8069 
7778 -6535.5841 -6535.5841 0.0 -1496.0512 
7779 -6535.9907 -6535.9907 0.0 -1495.6507 
7780 -6535.994 -6535.994 0.0 -1495.6657 
7781 -6535.994 -6535.994 0.0 -1495.6643 
7782 -6535.994 -6535.994 0.0 -1495.6654 
7783 -6535.994 -6535.994 0.0 -1495.6654 
7784 -6535.994 -6535.994 0.0 -1495.6654 
7785 -6503.2854 -6503.2854 0.0 -1662.8977 
7786 -6535.6817 -6535.6817 0.0 -1503.0313 
7787 -6535.9917 -6535.9917 0.0 -1496.2957 
7788 -6535.994 -6535.994 0.0 -1495.7903 
7789 -6535.994 -6535.994 0.0 -1495.6654 
7790 -6482.8911 -6482.8911 0.0 -1649.23 
7791 -6535.4727 -6535.4727 0.0 -1501.6826 
7792 -6535.9894 -6535.9894 0.0 -1496.1642 
7793 -6535.9939 -6535.9939 0.0 -1495.7167 
7794 -6535.994 -6535.994 0.0 -1495.6654 
7795 -6486.8877 -6486.8877 0.0 -1625.1157 
7796 -6535.5108 -6535.5108 0.0 -1500.6961 
7797 -6535.9896 -6535.9896 0.0 -1496.0793 
7798 -6535.994 -6535.994 0.0 -1495.705 
7799 -6535.994 -6535.994 0.0 -1495.6654 
7800 -6488.1885 -6488.1885 0.0 -1616.8212 
7801 -6535.524 -6535.524 0.0 -1500.3461 
7802 -6535.9897 -6535.9897 0.0 -1496.0494 
7803 -6535.994 -6535.994 0.0 -1495.7018 
7804 -6535.994 -6535.994 0.0 -1495.6654 
7805 -6488.8254 -6488.8254 0.0 -1612.655 
7806 -6535.5298 -6535.5298 0.0 -1500.1505 
7807 -6535.9898 -6535.9898 0.0 -1496.0323 
7808 -6535.994 -6535.994 0.0 -1495.7001 
7809 -6535.994 -6535.994 0.0 -1495.6654 
7810 -6489.2015 -6489.2015 0.0 -1610.1532 
7811 -6535.5335 -6535.5335 0.0 -1500.0346 
7812 -6535.9898 -6535.9898 0.0 -1496.0218 
7813 -6535.994 -6535.994 0.0 -1495.699 
7814 -6535.994 -6535.994 0.0 -1495.6654 
7815 -6489.4489 -6489.4489 0.0 -1608.4765 
7816 -6535.5358 -6535.5358 0.0 -1499.9544 
7817 -6535.9898 -6535.9898 0.0 -1496.0146 
7818 -6535.994 -6535.994 0.0 -1495.6983 
7819 -6535.994 -6535.994 0.0 -1495.6654 
7820 -6489.6245 -6489.6245 0.0 -1607.2872 
7821 -6535.5374 -6535.5374 0.0 -1499.8967 
7822 -6535.9899 -6535.9899 0.0 -1496.0119 
7823 -6535.994 -6535.994 0.0 -1495.6978 
7824 -6535.994 -6535.994 0.0 -1495.6654 
7825 -6489.7547 -6489.7547 0.0 -1606.3829 
7826 -6535.5386 -6535.5386 0.0 -1499.8531 
7827 -6535.9899 -6535.9899 0.0 -1496.0079 
7828 -6535.994 -6535.994 0.0 -1495.6974 
7829 -6535.994 -6535.994 0.0 -1495.6733 
7830 -6535.994 -6535.994 0.0 -1495.6654 
7831 -6489.8557 -6489.8557 0.0 -1605.6845 
7832 -6535.5396 -6535.5396 0.0 -1499.8189 
7833 -6535.9899 -6535.9899 0.0 -1496.0049 
7834 -6535.994 -6535.994 0.0 -1495.6971 
7835 -6535.994 -6535.994 0.0 -1495.6731 
7836 -6535.994 -6535.994 0.0 -1495.6654 
7837 -6489.9364 -6489.9364 0.0 -1605.1308 
7838 -6535.5402 -6535.5402 0.0 -1499.7892 
7839 -6535.9899 -6535.9899 0.0 -1496.0024 
7840 -6535.994 -6535.994 0.0 -1495.6969 
7841 -6535.994 -6535.994 0.0 -1495.6729 
7842 -6535.994 -6535.994 0.0 -1495.6654 
7843 -6490.6451 -6490.6451 0.0 -1600.1296 
7844 -6535.5468 -6535.5468 0.0 -1499.5373 
7845 -6535.99 -6535.99 0.0 -1495.9809 
7846 -6535.994 -6535.994 0.0 -1495.6947 
7847 -6535.9939 -6535.9939 0.0 -1495.6715 
7848 -6535.994 -6535.994 0.0 -1495.6654 
7849 -6490.6454 -6490.6454 0.0 -1600.1295 
7850 -6535.5468 -6535.5468 0.0 -1499.5374 
7851 -6535.99 -6535.99 0.0 -1495.9809 
7852 -6535.994 -6535.994 0.0 -1495.6947 
7853 -6535.9939 -6535.9939 0.0 -1495.6717 
7854 -6535.994 -6535.994 0.0 -1495.6654 
7855 -6490.6453 -6490.6453 0.0 -1600.1302 
7856 -6535.5468 -6535.5468 0.0 -1499.5374 
7857 -6535.99 -6535.99 0.0 -1495.9809 
7858 -6535.994 -6535.994 0.0 -1495.6947 
7859 -6535.9939 -6535.9939 0.0 -1495.6717 
7860 -6535.994 -6535.994 0.0 -1495.6654 
7861 -6490.6454 -6490.6454 0.0 -1600.13 
7862 -6535.5468 -6535.5468 0.0 -1499.5374 
7863 -6535.99 -6535.99 0.0 -1495.9809 
7864 -6535.994 -6535.994 0.0 -1495.6947 
7865 -6535.9939 -6535.9939 0.0 -1495.6716 
7866 -6535.994 -6535.994 0.0 -1495.6654 
7867 -6490.6453 -6490.6453 0.0 -1600.1296 
7868 -6535.5468 -6535.5468 0.0 -1499.5374 
7869 -6535.99 -6535.99 0.0 -1495.9809 
7870 -6535.994 -6535.994 0.0 -1495.6947 
7871 -6535.9939 -6535.9939 0.0 -1495.6716 
7872 -6535.994 -6535.994 0.0 -1495.6654 
7873 -6490.6454 -6490.6454 0.0 -1600.1292 
7874 -6535.5468 -6535.5468 0.0 -1499.5373 
7875 -6535.99 -6535.99 0.0 -1495.9809 
7876 -6535.994 -6535.994 0.0 -1495.6947 
7877 -6535.9939 -6535.9939 0.0 -1495.6715 
7878 -6535.994 -6535.994 0.0 -1495.6654 
7879 -6490.6454 -6490.6454 0.0 -1600.129 
7880 -6535.5468 -6535.5468 0.0 -1499.5373 
7881 -6535.99 -6535.99 0.0 -1495.9809 
7882 -6535.994 -6535.994 0.0 -1495.6947 
7883 -6535.9939 -6535.9939 0.0 -1495.6716 
7884 -6535.994 -6535.994 0.0 -1495.6654 
7885 -6490.6455 -6490.6455 0.0 -1600.1293 
7886 -6535.5468 -6535.5468 0.0 -1499.5374 
7887 -6535.99 -6535.99 0.0 -1495.9809 
7888 -6535.994 -6535.994 0.0 -1495.6947 
7889 -6535.9939 -6535.9939 0.0 -1495.6716 
7890 -6535.994 -6535.994 0.0 -1495.6654 
7891 -6490.6455 -6490.6455 0.0 -1600.1295 
7892 -6535.5468 -6535.5468 0.0 -1499.5374 
7893 -6535.99 -6535.99 0.0 -1495.9809 
7894 -6535.994 -6535.994 0.0 -1495.6947 
7895 -6535.9939 -6535.9939 0.0 -1495.6716 
7896 -6535.994 -6535.994 0.0 -1495.6654 
7897 -6490.6455 -6490.6455 0.0 -1600.1292 
7898 -6535.5468 -6535.5468 0.0 -1499.5374 
7899 -6535.99 -6535.99 0.0 -1495.9809 
7900 -6535.994 -6535.994 0.0 -1495.6947 
7901 -6535.994 -6535.994 0.0 -1495.6716 
7902 -6535.994 -6535.994 0.0 -1495.6654 
7903 -6490.6456 -6490.6456 0.0 -1600.1294 
7904 -6535.5468 -6535.5468 0.0 -1499.5374 
7905 -6535.99 -6535.99 0.0 -1495.9809 
7906 -6535.994 -6535.994 0.0 -1495.6947 
7907 -6535.9939 -6535.9939 0.0 -1495.6716 
7908 -6535.994 -6535.994 0.0 -1495.6654 
7909 -6490.6453 -6490.6453 0.0 -1600.1238 
7910 -6535.5468 -6535.5468 0.0 -1499.5368 
7911 -6535.99 -6535.99 0.0 -1495.9809 
7912 -6535.994 -6535.994 0.0 -1495.6946 
7913 -6535.9939 -6535.9939 0.0 -1495.6715 
7914 -6535.994 -6535.994 0.0 -1495.6654 
7915 -6490.6453 -6490.6453 0.0 -1600.1238 
7916 -6535.5468 -6535.5468 0.0 -1499.5368 
7917 -6535.99 -6535.99 0.0 -1495.9809 
7918 -6535.994 -6535.994 0.0 -1495.6946 
7919 -6535.9939 -6535.9939 0.0 -1495.6715 
7920 -6535.994 -6535.994 0.0 -1495.6654 
